IDDeposito,FolioVenta,ID_PVenta,Subtotal,IVA,IEPS,Total,Fecha_Venta,Fecha_Deposito,Subtotal_Deposito,IVA_Deposito,IEPS_Deposito,Total_Deposito
1596,AWX141823-169692,356027,0.0,0.0,0.0,0.0,2023-07-01,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZD04-163834,356658,0.0,0.0,0.0,0.0,2023-07-01,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZU46-175956,357491,0.0,0.0,0.0,0.0,2023-07-01,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZD43-163844,358305,0.0,0.0,0.0,0.0,2023-07-01,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZG06-159986,359854,0.0,0.0,0.0,0.0,2023-07-01,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZD42-163889,365219,0.0,0.0,0.0,0.0,2023-07-01,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZD42-163889,365220,0.0,0.0,0.0,0.0,2023-07-01,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZF25-156955,373974,0.0,0.0,0.0,0.0,2023-07-02,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AVA10-91214,380232,0.0,0.0,0.0,0.0,2023-07-02,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AVC43-87953,380269,0.0,0.0,0.0,0.0,2023-07-02,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZR27-139128,385004,0.0,0.0,0.0,0.0,2023-07-02,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZR27-139128,385005,0.0,0.0,0.0,0.0,2023-07-02,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZD25-164093,386200,0.0,0.0,0.0,0.0,2023-07-02,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZX11-193771,386827,0.0,0.0,0.0,0.0,2023-07-02,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZN58-140841,389029,0.0,0.0,0.0,0.0,2023-07-02,2023-07-04,30653.0,3692.0,140.0,34485.0
